linea,fecha,año,mes,viajeros_pred_prophet,viajeros_pred_lower,viajeros_pred_upper
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-01-01,2026,1,2411.183892593999,1994.682508802952,2816.662050729255
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-02-01,2026,2,2862.4714402743134,2489.160719556553,3246.8609498742057
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-03-01,2026,3,3167.837340008777,2743.2990819916804,3566.632746924059
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-04-01,2026,4,2648.2117232555656,2234.7318039651504,3043.699268041412
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-05-01,2026,5,3026.988019196613,2633.173860907916,3438.0987901299177
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-06-01,2026,6,3403.2305240270407,3026.2200694195276,3818.411435363121
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-07-01,2026,7,3059.3858942211127,2641.233467855498,3463.846330939421
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-08-01,2026,8,2657.767329964824,2242.0967363583936,3059.010217734914
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-09-01,2026,9,3314.9228485356084,2919.5826381242205,3728.7485343700987
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-10-01,2026,10,3347.284327944499,2922.8979336576645,3754.888596840334
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-11-01,2026,11,3041.525596777509,2654.3893860587254,3455.7881528312178
ARTEA - ZEBERIO - UGAO MIRABALLES,2026-12-01,2026,12,2846.3223288658573,2449.078645212993,3245.1072048074707
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-01-01,2026,1,8085.730026866621,6572.362428046013,9503.036941592112
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-02-01,2026,2,12970.7292504346,11506.041418526755,14504.17405746896
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-03-01,2026,3,11733.885803162331,10150.853602790441,13349.397480958994
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-04-01,2026,4,6705.978346896987,5132.852719769424,8196.785652431337
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-05-01,2026,5,9893.564837858934,8413.09167584463,11536.024912973517
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-06-01,2026,6,7042.646496008017,5400.00928538478,8520.987631952563
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-07-01,2026,7,1098.6438256658337,0.0,2678.5783721261096
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-08-01,2026,8,143.63684840724696,0.0,1704.6260657955424
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-09-01,2026,9,10896.867671070328,9185.403944857788,12550.8978943959
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-10-01,2026,10,14043.533576840478,12487.29296196882,15648.617331574464
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-11-01,2026,11,15083.310193391515,13447.443400930244,16725.683010887995
Andra Mari/Santa Maria Getxo-UPV/EHU (Algorta),2026-12-01,2026,12,8317.718782625745,6854.402013056875,9943.75855214594
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-01-01,2026,1,1080.7721024040752,698.9839173274161,1475.9616942060798
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-02-01,2026,2,1948.4608471428082,1543.381991984502,2369.410452570442
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-03-01,2026,3,1578.089731476648,1187.6519446134807,1961.5698481367947
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-04-01,2026,4,933.8344814114338,530.6683361133937,1338.170763831215
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-05-01,2026,5,1271.0201731838304,871.7183791660657,1649.5053970868278
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-06-01,2026,6,147.02905223797464,0.0,535.4500449762196
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-07-01,2026,7,39.68405816934109,0.0,427.81440001649787
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-08-01,2026,8,15.726921832620313,0.0,417.62976778292153
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-09-01,2026,9,1708.784650402343,1329.3651510946381,2095.1540792075016
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-10-01,2026,10,2243.918102559127,1868.4917574464496,2666.6681175114336
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-11-01,2026,11,2325.2368441984268,1927.296669808146,2719.0390614961716
Andra Mari/Santa Maria Getxo-UPV/EHU (Fadura),2026-12-01,2026,12,1132.20086402891,738.2272126781829,1543.0419273367047
Areeta/Las Arenas-LARRABETZU,2026-01-01,2026,1,16594.495022529685,14196.689077010487,18748.739141959413
Areeta/Las Arenas-LARRABETZU,2026-02-01,2026,2,18201.467207988935,15966.710938268907,20508.363833087824
Areeta/Las Arenas-LARRABETZU,2026-03-01,2026,3,18513.55002120982,16290.611557870481,20708.375611157826
Areeta/Las Arenas-LARRABETZU,2026-04-01,2026,4,14094.868158081757,11735.142846000885,16385.55924683102
Areeta/Las Arenas-LARRABETZU,2026-05-01,2026,5,19750.218533485877,17409.315592643256,22088.862223635162
Areeta/Las Arenas-LARRABETZU,2026-06-01,2026,6,19410.259391405078,17240.396990884667,21637.72638759828
Areeta/Las Arenas-LARRABETZU,2026-07-01,2026,7,18228.280933885286,15786.669974279363,20469.19512034697
Areeta/Las Arenas-LARRABETZU,2026-08-01,2026,8,14121.333297194105,11851.7647083448,16698.570031554384
Areeta/Las Arenas-LARRABETZU,2026-09-01,2026,9,21798.1520906565,19452.429087995682,23936.202719571596
Areeta/Las Arenas-LARRABETZU,2026-10-01,2026,10,22152.015857021634,19897.212565437592,24347.08252998137
Areeta/Las Arenas-LARRABETZU,2026-11-01,2026,11,21417.25759604104,19179.313745081872,23748.262607534078
Areeta/Las Arenas-LARRABETZU,2026-12-01,2026,12,16411.335359552424,13982.144282814377,18575.397136366963
Arrazola - DURANGO,2026-01-01,2026,1,14728.157703549696,12709.98394274088,16716.63965962801
Arrazola - DURANGO,2026-02-01,2026,2,15603.726687040426,13634.478712408636,17547.13834562094
Arrazola - DURANGO,2026-03-01,2026,3,17790.262105363727,15948.495634200499,19782.825888867752
Arrazola - DURANGO,2026-04-01,2026,4,14726.208086633977,12744.585651863723,16697.945055668963
Arrazola - DURANGO,2026-05-01,2026,5,16984.0159207534,15060.37075732681,19029.796696288002
Arrazola - DURANGO,2026-06-01,2026,6,16602.4006900115,14676.655555934018,18613.623667855194
Arrazola - DURANGO,2026-07-01,2026,7,14551.629043848843,12614.405306079141,16434.084237589195
Arrazola - DURANGO,2026-08-01,2026,8,10292.235991227457,8236.132359445457,12297.422965137695
Arrazola - DURANGO,2026-09-01,2026,9,18416.390497872133,16322.263569253593,20415.865702334482
Arrazola - DURANGO,2026-10-01,2026,10,20541.006191279037,18691.39259144155,22535.198350540606
Arrazola - DURANGO,2026-11-01,2026,11,19087.181897593426,17213.41370688067,21130.40153759731
Arrazola - DURANGO,2026-12-01,2026,12,18030.804010964803,16046.451817607438,19946.784609643837
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-01-01,2026,1,9768.89300761226,8586.421631939083,10963.03354656687
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-02-01,2026,2,11755.333309625845,10599.029205695824,13034.931622171282
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-03-01,2026,3,11592.436225282723,10328.662298179865,12894.97216819124
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-04-01,2026,4,8724.525210907392,7475.320127189399,9953.726549935238
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-05-01,2026,5,11348.137031339988,9971.367975269572,12596.58319985178
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-06-01,2026,6,9643.696117096999,8443.585547749264,10916.897756803739
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-07-01,2026,7,7365.786403077293,6075.91985922106,8641.580902442942
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-08-01,2026,8,6184.960831075862,4990.669852111406,7331.734154082565
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-09-01,2026,9,11659.02020278405,10410.994531425484,12945.105553697269
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-10-01,2026,10,12860.711401976212,11623.93495990345,14132.431468220077
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-11-01,2026,11,12814.75511426146,11565.673172877026,14066.634744581443
BALMASEDA - Gurutzeta/Cruces - UPV/EHU,2026-12-01,2026,12,9546.821434624146,8228.12539277578,10734.033165429579
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-01-01,2026,1,23251.38651911365,19392.53905692259,27110.248545734903
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-02-01,2026,2,25684.52019747351,22225.916632598346,29645.07153491443
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-03-01,2026,3,27941.00861524979,24178.480940726673,31822.01845275851
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-04-01,2026,4,21099.13823045679,17269.68824773584,24975.235710458863
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-05-01,2026,5,27455.18798342009,23536.34035773353,31439.38774593841
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-06-01,2026,6,28575.184802327185,24677.350458785473,32511.720846612992
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-07-01,2026,7,21154.964689009674,17540.929782798197,24943.39381287589
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-08-01,2026,8,8935.79532368913,4861.395041113802,12809.871498299664
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-09-01,2026,9,27605.73000753474,23829.40851255453,31635.718408110668
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-10-01,2026,10,29804.37348685242,25674.67755731368,33727.779111705786
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-11-01,2026,11,30488.034559759613,26513.08166946083,34442.884003752144
BASAURI - Hospital Galdakao Ospitalea (Bengoetxe),2026-12-01,2026,12,25414.651412646148,21584.791094204033,29114.796758309818
BERMEO - BAKIO,2026-01-01,2026,1,0.0,0.0,0.0
BERMEO - BAKIO,2026-02-01,2026,2,0.0,0.0,0.0
BERMEO - BAKIO,2026-03-01,2026,3,0.0,0.0,0.0
BERMEO - BAKIO,2026-04-01,2026,4,0.0,0.0,0.0
BERMEO - BAKIO,2026-05-01,2026,5,0.0,0.0,0.0
BERMEO - BAKIO,2026-06-01,2026,6,0.0,0.0,0.0
BERMEO - BAKIO,2026-07-01,2026,7,35.704392405677396,0.0,679.7785863955702
BERMEO - BAKIO,2026-08-01,2026,8,0.0,0.0,0.0
BERMEO - BAKIO,2026-09-01,2026,9,0.0,0.0,0.0
BERMEO - BAKIO,2026-10-01,2026,10,0.0,0.0,0.0
BERMEO - BAKIO,2026-11-01,2026,11,0.0,0.0,0.0
BERMEO - BAKIO,2026-12-01,2026,12,0.0,0.0,0.0
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-01-01,2026,1,5898.402288799862,4658.755703961572,7226.268351670862
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-02-01,2026,2,9105.55533004706,7848.326565092869,10396.908564319838
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-03-01,2026,3,7830.107263154194,6539.875250773049,9007.55113106566
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-04-01,2026,4,4605.006370195787,3400.0592624246647,5878.450901141877
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-05-01,2026,5,6507.073605990433,5312.388730207733,7766.220147440237
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-06-01,2026,6,1726.462573058202,412.6677611000121,2984.099451652069
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-07-01,2026,7,692.1180563841995,0.0,1921.0015016143102
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-08-01,2026,8,1289.5031188757328,52.46759657673138,2621.1969824288217
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-09-01,2026,9,8522.996975089594,7217.068399919489,9778.24018544709
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-10-01,2026,10,10382.30728331986,9073.23174514682,11580.759206754125
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-11-01,2026,11,11079.828760068796,9892.675793443721,12334.95032346071
BERMEO - MUNGIA - DERIO - UPV/EHU,2026-12-01,2026,12,6074.50946749436,4701.974291058432,7373.0970867938995
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-01-01,2026,1,19574.798112128377,15308.19501183064,23453.697446927486
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-02-01,2026,2,26151.059779398325,22038.899635381433,30220.471258298123
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-03-01,2026,3,25183.502293448513,21071.42325271093,29205.304239460973
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-04-01,2026,4,20440.69410866634,16302.327824046988,24622.787559375614
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-05-01,2026,5,26437.592512000738,21999.235669975125,31037.170911048455
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-06-01,2026,6,25447.297933532645,21333.515913140567,29428.579300002813
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-07-01,2026,7,20568.172438609385,16324.496718229659,24447.888940128476
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-08-01,2026,8,18763.173182966544,14511.925265427011,22582.308152401125
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-09-01,2026,9,29210.286610210653,25161.038042695127,33516.26496821857
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-10-01,2026,10,31022.105083633975,27146.36678709193,35158.237748323394
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-11-01,2026,11,29736.665971188675,25726.132263866763,34037.47219820163
BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),2026-12-01,2026,12,27657.4445117219,23756.939175887477,31794.878865701845
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-01-01,2026,1,47953.15753692367,37455.42197976666,58561.396494773035
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-02-01,2026,2,53324.8255479203,43338.23824202976,63165.91298312165
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-03-01,2026,3,60146.45061532871,50220.55976997697,70184.47656381664
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-04-01,2026,4,54114.337553580845,44541.7436982491,64581.24080628212
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-05-01,2026,5,65339.14042570149,55208.37938940296,75528.76292155516
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-06-01,2026,6,62761.88544769731,52876.81314113112,72817.37028382608
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-07-01,2026,7,54593.16629277957,43737.9990503781,64012.536468141996
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-08-01,2026,8,47512.94783048693,37583.91528492288,57377.38072211906
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-09-01,2026,9,70351.79364763036,60431.74757751902,80736.75549493516
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-10-01,2026,10,78670.21848836185,68266.95837137717,88569.09284296737
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-11-01,2026,11,73991.30537343456,63599.52440010052,83013.18596875275
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,2026-12-01,2026,12,69250.4196696585,59236.52782435041,79605.63290532443
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-01-01,2026,1,78308.37426709192,62092.8957485236,93679.296077678
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-02-01,2026,2,85729.05546673395,70068.27677129395,101585.92799902141
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-03-01,2026,3,100752.06777669523,85974.0786278676,116327.43995319471
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-04-01,2026,4,94886.20602874446,79035.61286288312,110388.21404215487
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-05-01,2026,5,109753.02481359131,93926.8349192233,125525.09306401512
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-06-01,2026,6,113415.43090770373,97553.70229386291,129124.5259674319
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-07-01,2026,7,117090.69879955835,101237.12656633869,132761.02876879726
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-08-01,2026,8,120667.58860474807,104833.42612839001,135135.28406787862
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-09-01,2026,9,126035.39267093208,110311.56156941061,141645.54654942013
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-10-01,2026,10,126970.74957139035,111829.47232471265,142872.34577731954
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-11-01,2026,11,117385.61564694271,101569.5751213926,131879.8329192328
BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,2026-12-01,2026,12,112287.75279404774,96896.99029404667,128563.47894687387
BILBAO - BALMASEDA,2026-01-01,2026,1,85485.46815770255,74299.5211636939,95979.7703757602
BILBAO - BALMASEDA,2026-02-01,2026,2,89748.45389838042,79027.45580976804,100935.45113641692
BILBAO - BALMASEDA,2026-03-01,2026,3,89560.76197133548,77955.8457352412,99802.65355562726
BILBAO - BALMASEDA,2026-04-01,2026,4,74292.56999146623,63545.995221031546,85377.48961510566
BILBAO - BALMASEDA,2026-05-01,2026,5,92580.04682568571,81867.78639762045,104097.0682598992
BILBAO - BALMASEDA,2026-06-01,2026,6,86251.55081179879,75281.88423581161,96258.4799718534
BILBAO - BALMASEDA,2026-07-01,2026,7,74039.43635065737,64301.53672841731,84960.87093767305
BILBAO - BALMASEDA,2026-08-01,2026,8,63901.13622152327,52526.99666465189,74824.83887908696
BILBAO - BALMASEDA,2026-09-01,2026,9,97028.81155003114,86255.33787978611,108084.31318131587
BILBAO - BALMASEDA,2026-10-01,2026,10,104867.02039014113,94279.5319554003,115421.43100440221
BILBAO - BALMASEDA,2026-11-01,2026,11,99623.07070048539,88290.93984587886,110189.3740377976
BILBAO - BALMASEDA,2026-12-01,2026,12,90385.37764071455,80345.88000988429,101352.28992328739
BILBAO - BARAKALDO,2026-01-01,2026,1,36324.5881667933,28284.04218798423,43294.02908893555
BILBAO - BARAKALDO,2026-02-01,2026,2,45467.8987115084,38103.04245235614,52877.43702939194
BILBAO - BARAKALDO,2026-03-01,2026,3,47453.34231951303,40264.4826968321,54992.22700102885
BILBAO - BARAKALDO,2026-04-01,2026,4,46691.20213803871,39240.16031968587,54171.794302803835
BILBAO - BARAKALDO,2026-05-01,2026,5,55772.38704898015,48118.62671811386,63267.69751688472
BILBAO - BARAKALDO,2026-06-01,2026,6,53767.67765621741,46348.017850576776,61510.18053011744
BILBAO - BARAKALDO,2026-07-01,2026,7,47789.08051740251,40477.01730981239,55451.56305521395
BILBAO - BARAKALDO,2026-08-01,2026,8,41286.761509717755,33512.476420847255,48968.82652486232
BILBAO - BARAKALDO,2026-09-01,2026,9,52292.17979521696,44630.62039746992,59712.19079182461
BILBAO - BARAKALDO,2026-10-01,2026,10,54499.92698791513,47312.62672557697,61900.90396698406
BILBAO - BARAKALDO,2026-11-01,2026,11,53362.72852785656,46023.879656696976,61187.98019109181
BILBAO - BARAKALDO,2026-12-01,2026,12,50747.15464464312,42932.68633922786,58252.03770831796
BILBAO - BARAKALDO - SANTURTZI,2026-01-01,2026,1,127639.26875718664,109488.2711725796,146856.11475876233
BILBAO - BARAKALDO - SANTURTZI,2026-02-01,2026,2,164876.61300921012,146010.0192284101,183875.70627275808
BILBAO - BARAKALDO - SANTURTZI,2026-03-01,2026,3,168743.14767957656,148499.5207378586,188010.42537265163
BILBAO - BARAKALDO - SANTURTZI,2026-04-01,2026,4,163592.17460258666,145154.20125784312,182701.72991832893
BILBAO - BARAKALDO - SANTURTZI,2026-05-01,2026,5,188260.78627222567,169234.715193762,206526.07863061514
BILBAO - BARAKALDO - SANTURTZI,2026-06-01,2026,6,183065.6850830793,163594.83592582287,201050.32407002724
BILBAO - BARAKALDO - SANTURTZI,2026-07-01,2026,7,176536.44843043876,157525.36714764603,195372.1825928555
BILBAO - BARAKALDO - SANTURTZI,2026-08-01,2026,8,158903.3994784616,141422.89965058566,177094.6356226735
BILBAO - BARAKALDO - SANTURTZI,2026-09-01,2026,9,183676.69410618738,163398.8691239074,203251.522349102
BILBAO - BARAKALDO - SANTURTZI,2026-10-01,2026,10,196574.85787841553,178409.98823317263,216280.5203171646
BILBAO - BARAKALDO - SANTURTZI,2026-11-01,2026,11,188809.02231378295,169147.01289033255,208586.5484015986
BILBAO - BARAKALDO - SANTURTZI,2026-12-01,2026,12,185711.07819160176,166617.95723586236,203679.9354127733
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-01-01,2026,1,12331.243884465628,10308.248944354053,14328.50146323429
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-02-01,2026,2,13066.235668737036,10941.348898560036,15095.645979802037
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-03-01,2026,3,14694.234262456035,12734.087146918831,16756.959928923578
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-04-01,2026,4,11465.954693647316,9480.709032621717,13522.157589431752
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-05-01,2026,5,13586.084515052113,11540.067880475946,15736.517016950193
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-06-01,2026,6,15335.123272439887,13241.494105419626,17320.36594611319
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-07-01,2026,7,14321.593985616322,12259.251052067293,16248.552255233772
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-08-01,2026,8,12727.375079458645,10701.869885970907,14754.475523726778
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-09-01,2026,9,15300.087807043039,13233.878913602088,17226.304604949462
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-10-01,2026,10,14780.610243641704,12605.778375419766,16857.126195900826
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-11-01,2026,11,15704.335274344263,13661.395114739991,17701.68903894966
BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,2026-12-01,2026,12,15382.089902136318,13430.610223239482,17439.226300468254
BILBAO - DERIO - MUNGIA,2026-01-01,2026,1,53264.413043693676,46381.19787511316,60002.71549578333
BILBAO - DERIO - MUNGIA,2026-02-01,2026,2,55875.24910462945,49366.85345261445,62515.82272614613
BILBAO - DERIO - MUNGIA,2026-03-01,2026,3,54550.95245516946,48053.6398635375,60997.770724582406
BILBAO - DERIO - MUNGIA,2026-04-01,2026,4,46236.02749153855,39601.826517517715,52742.662007706684
BILBAO - DERIO - MUNGIA,2026-05-01,2026,5,57305.314579992344,50734.4453278168,63611.648408279805
BILBAO - DERIO - MUNGIA,2026-06-01,2026,6,75011.21972436106,68327.73495506086,81760.3616727438
BILBAO - DERIO - MUNGIA,2026-07-01,2026,7,83657.22948935829,77153.63876666561,90601.30268729529
BILBAO - DERIO - MUNGIA,2026-08-01,2026,8,84693.87255736982,77718.2895256534,91300.8887474404
BILBAO - DERIO - MUNGIA,2026-09-01,2026,9,68214.05172980488,61457.26263632469,74210.91932479457
BILBAO - DERIO - MUNGIA,2026-10-01,2026,10,64213.960724356046,58018.12933465254,70339.01557331027
BILBAO - DERIO - MUNGIA,2026-11-01,2026,11,61361.16643470773,54993.07024996614,68015.59457582222
BILBAO - DERIO - MUNGIA,2026-12-01,2026,12,56230.25868729101,49676.73937662715,62882.82086108093
BILBAO - DURANGO (Autopista),2026-01-01,2026,1,42098.342439083775,34529.38962307855,49813.81930984505
BILBAO - DURANGO (Autopista),2026-02-01,2026,2,49560.64678242221,42181.0845870163,56447.42706782962
BILBAO - DURANGO (Autopista),2026-03-01,2026,3,56067.653875452794,48408.449567184725,63657.41178178153
BILBAO - DURANGO (Autopista),2026-04-01,2026,4,38487.28590452679,31509.02787278401,46348.599570278755
BILBAO - DURANGO (Autopista),2026-05-01,2026,5,50151.23533206704,43027.609617029295,57306.3194643561
BILBAO - DURANGO (Autopista),2026-06-01,2026,6,49322.080355306956,41793.05622647638,57347.17682875396
BILBAO - DURANGO (Autopista),2026-07-01,2026,7,38253.4057228737,31103.378374243228,45890.513357384705
BILBAO - DURANGO (Autopista),2026-08-01,2026,8,23388.181964150535,16418.156258850384,30600.78822742323
BILBAO - DURANGO (Autopista),2026-09-01,2026,9,51841.13012856081,44524.15701481187,59556.18896791094
BILBAO - DURANGO (Autopista),2026-10-01,2026,10,57638.92373389998,50708.09212524314,65300.134497041596
BILBAO - DURANGO (Autopista),2026-11-01,2026,11,59061.77564499718,51235.658812834736,66207.36323644033
BILBAO - DURANGO (Autopista),2026-12-01,2026,12,49240.16730585211,41525.231705579856,56987.17879637046
BILBAO - DURANGO - ELORRIO (Autopista),2026-01-01,2026,1,61177.76796706876,51205.47160768885,71100.24886617364
BILBAO - DURANGO - ELORRIO (Autopista),2026-02-01,2026,2,66086.27584157453,56097.62259063406,75713.5411948419
BILBAO - DURANGO - ELORRIO (Autopista),2026-03-01,2026,3,73535.45263811483,63204.89336430076,83337.08971478937
BILBAO - DURANGO - ELORRIO (Autopista),2026-04-01,2026,4,61460.198694715866,51011.32007530251,70955.86327519164
BILBAO - DURANGO - ELORRIO (Autopista),2026-05-01,2026,5,70254.2515815367,60195.924147561425,80765.38013250053
BILBAO - DURANGO - ELORRIO (Autopista),2026-06-01,2026,6,69639.08244369147,58741.06338690666,79046.3010865837
BILBAO - DURANGO - ELORRIO (Autopista),2026-07-01,2026,7,61850.050331905186,51435.824664558415,72232.27779764967
BILBAO - DURANGO - ELORRIO (Autopista),2026-08-01,2026,8,59103.1330821063,48823.60916595704,68582.652820928
BILBAO - DURANGO - ELORRIO (Autopista),2026-09-01,2026,9,78689.48044024117,68061.59311172078,88325.14646676798
BILBAO - DURANGO - ELORRIO (Autopista),2026-10-01,2026,10,85739.67502808942,75928.89295784388,95522.66431919011
BILBAO - DURANGO - ELORRIO (Autopista),2026-11-01,2026,11,80545.76418507591,70578.96563831814,90614.31728508897
BILBAO - DURANGO - ELORRIO (Autopista),2026-12-01,2026,12,78854.76016171572,68229.73420946556,88766.96181259812
BILBAO - DURANGO - ONDARROA (Autopista),2026-01-01,2026,1,52075.9041029888,41959.52304469312,61094.41736235748
BILBAO - DURANGO - ONDARROA (Autopista),2026-02-01,2026,2,56361.19490861863,46402.78615297972,66039.28867184931
BILBAO - DURANGO - ONDARROA (Autopista),2026-03-01,2026,3,66024.33947600228,56052.4913501956,75075.05485822058
