año,mes,codigo_linea,linea,viajeros_total,creditrans,gizatrans,gazte_70,goro,ocasional,familia_numerosa,menores_6,empresa,fecha,flag_covid,flag_subsidio,expediciones_anuales,dias_servicio,expediciones_mes_est,ratio_saturacion,trimestre,mes_num,año_num,mes_sin,mes_cos,lag_1,lag_3,lag_12,rolling_mean_3,rolling_mean_6,rolling_mean_12
2022,1,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7272.0,5335.0,990.0,223.0,203.0,193.0,,12.0,111.0,2022-01-01,0,0,,,,,1,1,2022,0.49999999999999994,0.8660254037844387,6985.0,8003.0,5529.0,7869.666666666667,7191.666666666667,7073.0
2022,2,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7918.0,5722.0,949.0,348.0,228.0,293.0,,27.0,96.0,2022-02-01,0,0,,,,,1,2,2022,0.8660254037844386,0.5000000000000001,7272.0,8621.0,6430.0,7626.0,7354.833333333333,7218.25
2022,3,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,9762.0,7225.0,1132.0,421.0,263.0,276.0,0.0,35.0,123.0,2022-03-01,0,0,,,,,1,3,2022,1.0,6.123233995736766e-17,7918.0,6985.0,7173.0,7391.666666666667,7771.5,7342.25
2022,4,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7714.0,5585.0,1004.0,255.0,233.0,249.0,,38.0,122.0,2022-04-01,0,0,,,,,2,4,2022,0.8660254037844387,-0.4999999999999998,9762.0,7272.0,6737.0,8317.333333333334,8093.5,7558.0
2022,5,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,10445.0,7620.0,1376.0,313.0,258.0,357.0,,55.0,146.0,2022-05-01,0,0,,,,,2,5,2022,0.49999999999999994,-0.8660254037844387,7714.0,7918.0,7975.0,8464.666666666666,8045.333333333333,7639.416666666667
2022,6,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,10155.0,7543.0,1324.0,175.0,235.0,371.0,,71.0,186.0,2022-06-01,0,0,,,,,2,6,2022,1.2246467991473532e-16,-1.0,10445.0,9762.0,7882.0,9307.0,8349.333333333334,7845.25
2022,7,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7205.0,5316.0,987.0,131.0,135.0,270.0,1.0,51.0,129.0,2022-07-01,0,0,,,,,3,7,2022,-0.4999999999999997,-0.8660254037844388,10155.0,7714.0,6293.0,9438.0,8877.666666666666,8034.666666666667
2022,8,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7832.0,5715.0,1032.0,143.0,118.0,401.0,0.0,95.0,88.0,2022-08-01,0,0,,,,,3,8,2022,-0.8660254037844385,-0.5000000000000004,7205.0,10445.0,5418.0,9268.333333333334,8866.5,8110.666666666667
2020,1,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,9713.0,5767.0,1523.0,664.0,593.0,497.0,1.0,84.0,321.0,2020-01-01,1,0,,,,,1,1,2020,0.49999999999999994,0.8660254037844387,,,,,,
2020,2,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,11168.0,6170.0,1484.0,1445.0,717.0,527.0,0.0,76.0,369.0,2020-02-01,1,0,,,,,1,2,2020,0.8660254037844386,0.5000000000000001,9713.0,,,,,
2020,3,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,5354.0,3171.0,640.0,633.0,333.0,231.0,0.0,31.0,147.0,2020-03-01,1,0,,,,,1,3,2020,1.0,6.123233995736766e-17,11168.0,,,,,
2020,4,A2322,BILBAO-ERANDIO-Astrabudua-UPV/EHU,908.0,729.0,104.0,6.0,24.0,,,,8.0,2020-04-01,1,0,,,,,2,4,2020,0.8660254037844387,-0.4999999999999998,5354.0,9713.0,,8745.0,,
