linea,fecha,año,mes,viajeros_pred
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-07-01,2026,7,14436.156276608786
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-08-01,2026,8,13242.115091721224
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-09-01,2026,9,21984.06833826455
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-10-01,2026,10,22843.078343145982
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-11-01,2026,11,22035.762018903828
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-12-01,2026,12,18285.093316575567
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-01-01,2026,1,19949.86965087568
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-02-01,2026,2,19827.595900184493
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-03-01,2026,3,18611.45230847859
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-04-01,2026,4,15827.322095644253
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-05-01,2026,5,21359.938920221182
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-06-01,2026,6,21858.788330554256
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-07-01,2026,7,18694.65075072424
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-08-01,2026,8,16450.23220205561
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-09-01,2026,9,23404.08728725165
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-10-01,2026,10,24486.344162180754
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-11-01,2026,11,23902.92143762452
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-12-01,2026,12,21602.069342768293
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-01-01,2026,1,19380.01003687994
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-02-01,2026,2,21718.248226737065
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-03-01,2026,3,20854.662541630743
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-04-01,2026,4,15302.58650756362
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-05-01,2026,5,21840.87364802974
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-06-01,2026,6,21118.460462428557
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-07-01,2026,7,17860.559530686096
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-08-01,2026,8,11622.426354518971
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-09-01,2026,9,20499.60299996587
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-10-01,2026,10,21556.760890108733
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-11-01,2026,11,22415.132185460443
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-12-01,2026,12,14771.694627022993
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-01-01,2026,1,30599.815957906187
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-02-01,2026,2,37359.21165459948
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-03-01,2026,3,35102.720758451454
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-04-01,2026,4,25100.51267596198
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-05-01,2026,5,33631.49937800834
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-06-01,2026,6,29174.4052427563
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-07-01,2026,7,17907.56459492923
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-08-01,2026,8,12226.54526639834
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-09-01,2026,9,35332.65850565416
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-10-01,2026,10,41433.910848206
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-11-01,2026,11,44448.32499260306
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-12-01,2026,12,30427.743140960887
ERANDIO-UPV/EHU,2026-01-01,2026,1,895.2043903959595
ERANDIO-UPV/EHU,2026-02-01,2026,2,1370.7882995101895
ERANDIO-UPV/EHU,2026-03-01,2026,3,1176.7993898643824
ERANDIO-UPV/EHU,2026-04-01,2026,4,731.6308143772861
ERANDIO-UPV/EHU,2026-05-01,2026,5,961.37957902602
ERANDIO-UPV/EHU,2026-06-01,2026,6,260.77826459901473
ERANDIO-UPV/EHU,2026-07-01,2026,7,82.06308584667936
ERANDIO-UPV/EHU,2026-08-01,2026,8,56.14209448718377
ERANDIO-UPV/EHU,2026-09-01,2026,9,1259.862211836794
ERANDIO-UPV/EHU,2026-10-01,2026,10,1629.688781813415
ERANDIO-UPV/EHU,2026-11-01,2026,11,1783.590298484423
ERANDIO-UPV/EHU,2026-12-01,2026,12,1019.7409831522356
ERMUA - DURANGO - UPV/EHU,2026-01-01,2026,1,8377.505518021195
ERMUA - DURANGO - UPV/EHU,2026-02-01,2026,2,15811.191901289914
ERMUA - DURANGO - UPV/EHU,2026-03-01,2026,3,15730.466887253442
ERMUA - DURANGO - UPV/EHU,2026-04-01,2026,4,8485.162940994229
ERMUA - DURANGO - UPV/EHU,2026-05-01,2026,5,9436.427241760446
ERMUA - DURANGO - UPV/EHU,2026-06-01,2026,6,1377.2110206991524
ERMUA - DURANGO - UPV/EHU,2026-07-01,2026,7,0.0
ERMUA - DURANGO - UPV/EHU,2026-08-01,2026,8,27.58799958532019
ERMUA - DURANGO - UPV/EHU,2026-09-01,2026,9,14594.921834815856
ERMUA - DURANGO - UPV/EHU,2026-10-01,2026,10,18582.147481621425
ERMUA - DURANGO - UPV/EHU,2026-11-01,2026,11,19240.82910923472
ERMUA - DURANGO - UPV/EHU,2026-12-01,2026,12,10630.20595363541
GALDAKAO - Metro Bolueta,2026-01-01,2026,1,42056.67898230487
GALDAKAO - Metro Bolueta,2026-02-01,2026,2,46292.34394846978
GALDAKAO - Metro Bolueta,2026-03-01,2026,3,44576.47248304099
GALDAKAO - Metro Bolueta,2026-04-01,2026,4,36844.59864591555
GALDAKAO - Metro Bolueta,2026-05-01,2026,5,42767.24541782575
GALDAKAO - Metro Bolueta,2026-06-01,2026,6,43166.846660733565
GALDAKAO - Metro Bolueta,2026-07-01,2026,7,38617.69906971632
GALDAKAO - Metro Bolueta,2026-08-01,2026,8,41249.13666021642
GALDAKAO - Metro Bolueta,2026-09-01,2026,9,45592.56914198624
GALDAKAO - Metro Bolueta,2026-10-01,2026,10,48576.38915181313
GALDAKAO - Metro Bolueta,2026-11-01,2026,11,47678.80342914785
GALDAKAO - Metro Bolueta,2026-12-01,2026,12,45306.918962608994
GALDAKAO - UPV/EHU,2026-01-01,2026,1,9527.379560574707
GALDAKAO - UPV/EHU,2026-02-01,2026,2,17360.364513940924
GALDAKAO - UPV/EHU,2026-03-01,2026,3,17025.452097108715
GALDAKAO - UPV/EHU,2026-04-01,2026,4,9222.026613818463
GALDAKAO - UPV/EHU,2026-05-01,2026,5,11038.420433029762
GALDAKAO - UPV/EHU,2026-06-01,2026,6,7035.114005042879
GALDAKAO - UPV/EHU,2026-07-01,2026,7,1159.5567392936928
GALDAKAO - UPV/EHU,2026-08-01,2026,8,223.3270366050532
GALDAKAO - UPV/EHU,2026-09-01,2026,9,14991.914437226646
GALDAKAO - UPV/EHU,2026-10-01,2026,10,18924.396797047182
GALDAKAO - UPV/EHU,2026-11-01,2026,11,19922.65231955368
GALDAKAO - UPV/EHU,2026-12-01,2026,12,11170.555748277242
GARAI - DURANGO,2026-01-01,2026,1,87.54631255586577
GARAI - DURANGO,2026-02-01,2026,2,89.60563381356772
GARAI - DURANGO,2026-03-01,2026,3,99.449378778806
GARAI - DURANGO,2026-04-01,2026,4,77.02726934609755
GARAI - DURANGO,2026-05-01,2026,5,89.42507123844655
GARAI - DURANGO,2026-06-01,2026,6,92.4084320397838
GARAI - DURANGO,2026-07-01,2026,7,77.96437777873892
GARAI - DURANGO,2026-08-01,2026,8,49.87370533633748
GARAI - DURANGO,2026-09-01,2026,9,96.02933068779429
GARAI - DURANGO,2026-10-01,2026,10,88.17541769238679
GARAI - DURANGO,2026-11-01,2026,11,85.63232641862791
GARAI - DURANGO,2026-12-01,2026,12,64.25693925530179
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-01-01,2026,1,4155.114835950698
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-02-01,2026,2,8870.125834249962
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-03-01,2026,3,8316.408606099738
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-04-01,2026,4,5012.564525406875
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-05-01,2026,5,5793.623734748769
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-06-01,2026,6,790.3553266079205
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-07-01,2026,7,0.0
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-08-01,2026,8,0.0
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-09-01,2026,9,8316.69814909909
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-10-01,2026,10,10588.060818891205
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-11-01,2026,11,10908.665247857554
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-12-01,2026,12,5922.328725023532
GERNIKA LUMO - ERRIGOITI,2026-01-01,2026,1,43.65481832726785
GERNIKA LUMO - ERRIGOITI,2026-02-01,2026,2,59.6949656144618
GERNIKA LUMO - ERRIGOITI,2026-03-01,2026,3,65.27821002649691
GERNIKA LUMO - ERRIGOITI,2026-04-01,2026,4,43.93497712949129
GERNIKA LUMO - ERRIGOITI,2026-05-01,2026,5,54.07009878631242
GERNIKA LUMO - ERRIGOITI,2026-06-01,2026,6,60.59206854268948
GERNIKA LUMO - ERRIGOITI,2026-07-01,2026,7,69.6354199494415
GERNIKA LUMO - ERRIGOITI,2026-08-01,2026,8,127.62007668176636
GERNIKA LUMO - ERRIGOITI,2026-09-01,2026,9,118.55337069018375
GERNIKA LUMO - ERRIGOITI,2026-10-01,2026,10,110.7922795164553
GERNIKA LUMO - ERRIGOITI,2026-11-01,2026,11,78.40247736445615
GERNIKA LUMO - ERRIGOITI,2026-12-01,2026,12,60.703219601547474
GERNIKA LUMO - MENDATA,2026-01-01,2026,1,169.91497287600518
GERNIKA LUMO - MENDATA,2026-02-01,2026,2,185.14813244747276
GERNIKA LUMO - MENDATA,2026-03-01,2026,3,124.11761227893857
GERNIKA LUMO - MENDATA,2026-04-01,2026,4,99.03477284796332
GERNIKA LUMO - MENDATA,2026-05-01,2026,5,89.34783897707493
GERNIKA LUMO - MENDATA,2026-06-01,2026,6,98.07651144343598
GERNIKA LUMO - MENDATA,2026-07-01,2026,7,106.26850070862824
GERNIKA LUMO - MENDATA,2026-08-01,2026,8,156.54615980721113
GERNIKA LUMO - MENDATA,2026-09-01,2026,9,233.2187049701859
GERNIKA LUMO - MENDATA,2026-10-01,2026,10,230.0338562502185
GERNIKA LUMO - MENDATA,2026-11-01,2026,11,162.76247091914314
GERNIKA LUMO - MENDATA,2026-12-01,2026,12,150.952574729641
GERNIKA LUMO - NABARNIZ,2026-01-01,2026,1,212.6462594625152
GERNIKA LUMO - NABARNIZ,2026-02-01,2026,2,225.4699484523964
GERNIKA LUMO - NABARNIZ,2026-03-01,2026,3,128.47637922313135
GERNIKA LUMO - NABARNIZ,2026-04-01,2026,4,141.34694253426568
GERNIKA LUMO - NABARNIZ,2026-05-01,2026,5,201.458469963442
GERNIKA LUMO - NABARNIZ,2026-06-01,2026,6,169.23207687610775
GERNIKA LUMO - NABARNIZ,2026-07-01,2026,7,132.36346211224745
GERNIKA LUMO - NABARNIZ,2026-08-01,2026,8,161.06159653199668
GERNIKA LUMO - NABARNIZ,2026-09-01,2026,9,375.35980777386703
GERNIKA LUMO - NABARNIZ,2026-10-01,2026,10,268.8085103350617
GERNIKA LUMO - NABARNIZ,2026-11-01,2026,11,160.6549438657927
GERNIKA LUMO - NABARNIZ,2026-12-01,2026,12,126.46911761722694
Gallarta - SANTURTZI,2026-01-01,2026,1,55301.76628618384
Gallarta - SANTURTZI,2026-02-01,2026,2,72255.92423247991
Gallarta - SANTURTZI,2026-03-01,2026,3,74872.16080806107
Gallarta - SANTURTZI,2026-04-01,2026,4,65702.65980456075
Gallarta - SANTURTZI,2026-05-01,2026,5,79303.9073654352
Gallarta - SANTURTZI,2026-06-01,2026,6,76803.98882006576
Gallarta - SANTURTZI,2026-07-01,2026,7,66082.04689906641
Gallarta - SANTURTZI,2026-08-01,2026,8,52973.29418813902
Gallarta - SANTURTZI,2026-09-01,2026,9,79036.42063986768
Gallarta - SANTURTZI,2026-10-01,2026,10,85249.87992780253
Gallarta - SANTURTZI,2026-11-01,2026,11,80155.84033788176
Gallarta - SANTURTZI,2026-12-01,2026,12,73259.11997698575
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-01-01,2026,1,48105.02436012495
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-02-01,2026,2,59994.79653888507
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-03-01,2026,3,59299.11448557699
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-04-01,2026,4,53402.51791933558
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-05-01,2026,5,64914.45961384985
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-06-01,2026,6,64763.95039180856
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-07-01,2026,7,53415.1019018607
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-08-01,2026,8,44419.50405622215
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-09-01,2026,9,65226.477308354144
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-10-01,2026,10,68942.38522101723
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-11-01,2026,11,67262.60121886729
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-12-01,2026,12,63781.02225187414
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-01-01,2026,1,10.095224449016849
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-02-01,2026,2,0.0
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-03-01,2026,3,92.84963702374044
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-04-01,2026,4,78.8073440932308
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-05-01,2026,5,124.42726737323852
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-06-01,2026,6,8222.364030618786
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-07-01,2026,7,23750.83735293751
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-08-01,2026,8,21812.679554319257
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-09-01,2026,9,6975.387697623693
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-10-01,2026,10,0.0
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-11-01,2026,11,0.0
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-12-01,2026,12,0.0
LANESTOSA - BALMASEDA,2026-01-01,2026,1,5821.578062810125
LANESTOSA - BALMASEDA,2026-02-01,2026,2,6085.791383742445
LANESTOSA - BALMASEDA,2026-03-01,2026,3,6147.846242372343
LANESTOSA - BALMASEDA,2026-04-01,2026,4,5284.788429615524
LANESTOSA - BALMASEDA,2026-05-01,2026,5,6669.839690576245
LANESTOSA - BALMASEDA,2026-06-01,2026,6,6625.936773244267
LANESTOSA - BALMASEDA,2026-07-01,2026,7,5946.556342683229
LANESTOSA - BALMASEDA,2026-08-01,2026,8,4951.716018575735
LANESTOSA - BALMASEDA,2026-09-01,2026,9,6719.431935776031
LANESTOSA - BALMASEDA,2026-10-01,2026,10,6764.085705515871
LANESTOSA - BALMASEDA,2026-11-01,2026,11,6384.35840786246
LANESTOSA - BALMASEDA,2026-12-01,2026,12,5614.689245911337
LEKEITIO - AMOROTO,2026-01-01,2026,1,215.42508720959427
LEKEITIO - AMOROTO,2026-02-01,2026,2,178.71921550458785
LEKEITIO - AMOROTO,2026-03-01,2026,3,205.51498859595884
LEKEITIO - AMOROTO,2026-04-01,2026,4,117.59816036026852
LEKEITIO - AMOROTO,2026-05-01,2026,5,223.23754766886907
LEKEITIO - AMOROTO,2026-06-01,2026,6,177.91310266203547
LEKEITIO - AMOROTO,2026-07-01,2026,7,108.06749876332204
LEKEITIO - AMOROTO,2026-08-01,2026,8,115.73459524304666
LEKEITIO - AMOROTO,2026-09-01,2026,9,229.46433099900727
LEKEITIO - AMOROTO,2026-10-01,2026,10,272.4629899621668
LEKEITIO - AMOROTO,2026-11-01,2026,11,212.075999964578
LEKEITIO - AMOROTO,2026-12-01,2026,12,166.1999090046369
LEKEITIO - MENDEXA,2026-01-01,2026,1,99.74092431692856
LEKEITIO - MENDEXA,2026-02-01,2026,2,99.61250161966524
LEKEITIO - MENDEXA,2026-03-01,2026,3,111.407381681906
LEKEITIO - MENDEXA,2026-04-01,2026,4,104.64733547140736
LEKEITIO - MENDEXA,2026-05-01,2026,5,111.92485582857346
LEKEITIO - MENDEXA,2026-06-01,2026,6,160.65363546708704
LEKEITIO - MENDEXA,2026-07-01,2026,7,325.80126652185805
LEKEITIO - MENDEXA,2026-08-01,2026,8,572.6192138302212
LEKEITIO - MENDEXA,2026-09-01,2026,9,205.60957813698025
LEKEITIO - MENDEXA,2026-10-01,2026,10,156.6824760906084
LEKEITIO - MENDEXA,2026-11-01,2026,11,93.81530649764323
LEKEITIO - MENDEXA,2026-12-01,2026,12,96.16411060860334
LEKEITIO-Barainka,2026-01-01,2026,1,4.547832731570064
LEKEITIO-Barainka,2026-02-01,2026,2,4.127480718570946
LEKEITIO-Barainka,2026-03-01,2026,3,3.2142247584216608
LEKEITIO-Barainka,2026-04-01,2026,4,3.878262223808421
LEKEITIO-Barainka,2026-05-01,2026,5,5.981185806548869
LEKEITIO-Barainka,2026-06-01,2026,6,2.8914134856981653
LEKEITIO-Barainka,2026-07-01,2026,7,3.411642003839644
LEKEITIO-Barainka,2026-08-01,2026,8,3.396544825239304
LEKEITIO-Barainka,2026-09-01,2026,9,2.848196272302987
LEKEITIO-Barainka,2026-10-01,2026,10,2.5235193933189035
LEKEITIO-Barainka,2026-11-01,2026,11,1.160904663628814
LEKEITIO-Barainka,2026-12-01,2026,12,0.7333527790138585
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-01-01,2026,1,116418.72375614116
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-02-01,2026,2,143832.90067470836
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-03-01,2026,3,148733.24366318143
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-04-01,2026,4,137325.41938791174
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-05-01,2026,5,162199.92638648453
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-06-01,2026,6,167368.37023664248
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-07-01,2026,7,154154.80163677552
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-08-01,2026,8,99772.44112114384
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-09-01,2026,9,160935.57185248772
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-10-01,2026,10,168172.1285171829
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-11-01,2026,11,164544.0890255808
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-12-01,2026,12,168923.58928496964
MUNGIA - GAMIZ - FIKA,2026-01-01,2026,1,663.6698042747607
MUNGIA - GAMIZ - FIKA,2026-02-01,2026,2,764.4322036965632
MUNGIA - GAMIZ - FIKA,2026-03-01,2026,3,753.4294384065435
MUNGIA - GAMIZ - FIKA,2026-04-01,2026,4,656.9621722772987
MUNGIA - GAMIZ - FIKA,2026-05-01,2026,5,876.8015871046612
MUNGIA - GAMIZ - FIKA,2026-06-01,2026,6,1075.9961770846658
MUNGIA - GAMIZ - FIKA,2026-07-01,2026,7,1059.9266645805967
MUNGIA - GAMIZ - FIKA,2026-08-01,2026,8,876.1400755719511
MUNGIA - GAMIZ - FIKA,2026-09-01,2026,9,823.452735468246
MUNGIA - GAMIZ - FIKA,2026-10-01,2026,10,805.9917980717003
MUNGIA - GAMIZ - FIKA,2026-11-01,2026,11,804.8050144891031
MUNGIA - GAMIZ - FIKA,2026-12-01,2026,12,672.5399780128585
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-01-01,2026,1,3645.2169525699583
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-02-01,2026,2,4126.207136333682
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-03-01,2026,3,4562.103340038103
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-04-01,2026,4,5197.099687056115
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-05-01,2026,5,5463.500796141421
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-06-01,2026,6,14379.268405309782
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-07-01,2026,7,38833.792915147336
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-08-01,2026,8,38064.36505564534
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-09-01,2026,9,12373.84772811128
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-10-01,2026,10,6160.780967367548
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-11-01,2026,11,5304.192921238869
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-12-01,2026,12,4794.015882618815
MUNGIA - MEÃAKA - ARRIETA,2026-01-01,2026,1,319.9545400315008
MUNGIA - MEÃAKA - ARRIETA,2026-02-01,2026,2,416.01158899681855
MUNGIA - MEÃAKA - ARRIETA,2026-03-01,2026,3,405.4778618741232
MUNGIA - MEÃAKA - ARRIETA,2026-04-01,2026,4,377.7305843492626
MUNGIA - MEÃAKA - ARRIETA,2026-05-01,2026,5,522.9166050817836
MUNGIA - MEÃAKA - ARRIETA,2026-06-01,2026,6,670.0050748272738
MUNGIA - MEÃAKA - ARRIETA,2026-07-01,2026,7,739.1709690965685
MUNGIA - MEÃAKA - ARRIETA,2026-08-01,2026,8,639.733785741351
MUNGIA - MEÃAKA - ARRIETA,2026-09-01,2026,9,641.2944999228177
MUNGIA - MEÃAKA - ARRIETA,2026-10-01,2026,10,588.953392680388
MUNGIA - MEÃAKA - ARRIETA,2026-11-01,2026,11,530.3574547713989
MUNGIA - MEÃAKA - ARRIETA,2026-12-01,2026,12,441.0293993167456
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-01-01,2026,1,476.69791874594665
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-02-01,2026,2,1709.4729720276111
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-03-01,2026,3,958.103674253838
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-04-01,2026,4,866.7002938682364
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-05-01,2026,5,1228.245336300408
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-06-01,2026,6,1188.206990108784
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-07-01,2026,7,2304.444889324608
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-08-01,2026,8,1096.6370756357276
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-09-01,2026,9,1180.3027033060575
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-10-01,2026,10,2842.2969729366714
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-11-01,2026,11,1512.567153811997
MUNITIBAR ARBATZEGI GERRIKAITZ - ZIORTZA BOLIBAR - MARKINA XEMEIN - ETXEBARRIA,2026-12-01,2026,12,815.5849738966486
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-01-01,2026,1,54442.4835236005
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-02-01,2026,2,77102.13388823858
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-03-01,2026,3,79902.41809753273
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-04-01,2026,4,69051.62295322845
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-05-01,2026,5,87768.44656529157
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-06-01,2026,6,86194.87764707621
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-07-01,2026,7,76568.40699386591
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-08-01,2026,8,62269.59002740971
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-09-01,2026,9,91451.68477039548
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-10-01,2026,10,92209.34080871404
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-11-01,2026,11,82526.85385317018
MUSKIZ - BARAKALDO - Areeta/Las Arenas,2026-12-01,2026,12,71938.75531648277
MUSKIZ - ZIERBENA - SESTAO,2026-01-01,2026,1,18081.76959843289
MUSKIZ - ZIERBENA - SESTAO,2026-02-01,2026,2,23505.681389138645
MUSKIZ - ZIERBENA - SESTAO,2026-03-01,2026,3,24855.730261717028
MUSKIZ - ZIERBENA - SESTAO,2026-04-01,2026,4,25471.858989827517
MUSKIZ - ZIERBENA - SESTAO,2026-05-01,2026,5,30097.64486930529
MUSKIZ - ZIERBENA - SESTAO,2026-06-01,2026,6,33132.991503833
MUSKIZ - ZIERBENA - SESTAO,2026-07-01,2026,7,46679.8689886485
MUSKIZ - ZIERBENA - SESTAO,2026-08-01,2026,8,39320.94534670384
MUSKIZ - ZIERBENA - SESTAO,2026-09-01,2026,9,35766.179434452584
MUSKIZ - ZIERBENA - SESTAO,2026-10-01,2026,10,31621.48070633907
